Theme,Sub-Theme,Feature Name,URL,longitude,latitude
Leisure/Recreation,Major Sports & Recreation Facility,Margaret Court Arena,https://www.tripadvisor.com.au/Attraction_Review-g255100-d15773073-Reviews-Margaret_Court_Arena-Melbourne_Victoria.html,144.9775911,-37.82132521
Leisure/Recreation,Major Sports & Recreation Facility,Hisense Arena,https://www.tripadvisor.com.au/Attraction_Review-g255100-d15787823-Reviews-Melbourne_Arena-Melbourne_Victoria.html,144.9818348,-37.82311
Place Of Assembly,Art Gallery/Museum,Melbourne Museum,https://www.tripadvisor.com.au/Attraction_Review-g255100-d256845-Reviews-Melbourne_Museum-Melbourne_Victoria.html,144.9716907,-37.80355181
Place Of Assembly,Cinema,IMAX Melbourne,https://www.tripadvisor.com.au/Attraction_Review-g255100-d1943573-Reviews-IMAX_Melbourne_Museum-Melbourne_Victoria.html,144.9706399,-37.80343156
Community Use,Public Buildings,Melbourne Theatre Company,https://www.mtc.com.au/,144.9682974,-37.82393038
Place Of Assembly,Theatre Live,MTC Theatre,https://www.tripadvisor.com.au/Attraction_Review-g34433-d4067222-Reviews-Melbourne_Civic_Theatre-Melbourne_Brevard_County_Florida.html,144.9681744,-37.82426618
Community Use,Public Buildings,Elisabeth Murdoch Hall,https://www.melbournerecital.com.au/venues/emh/,144.967451,-37.82397337
Community Use,Public Buildings,Melbourne Recital Centre,https://www.tripadvisor.com.au/Attraction_Review-g255100-d2069949-Reviews-Melbourne_Recital_Centre-Melbourne_Victoria.html,144.9676827,-37.82383279
Community Use,Public Buildings,NGV International,https://www.tripadvisor.com.au/Attraction_Review-g255100-d256558-Reviews-National_Gallery_of_Victoria-Melbourne_Victoria.html,144.9693425,-37.8230135
Place Of Assembly,Theatre Live,Hamer Hall,https://www.tripadvisor.com.au/Attraction_Review-g255100-d592672-Reviews-Melbourne_Town_Hall-Melbourne_Victoria.html,144.9679921,-37.8199901
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Birrarung Marr,https://www.tripadvisor.com.au/Attraction_Review-g255100-d7606125-Reviews-Birrarung_Marr-Melbourne_Victoria.html,144.9731467,-37.81806108
Leisure/Recreation,Indoor Recreation Facility,Artplay,https://www.tripadvisor.com.au/Attraction_Review-g255100-d7606125-Reviews-Birrarung_Marr-Melbourne_Victoria.html,144.9715426,-37.81841988
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Riverslide Skate Park,https://riverslide.ymca.org.au/,144.9729518,-37.82078871
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Alexandra Gardens,https://www.tripadvisor.com.au/Attraction_Review-g255100-d7606305-Reviews-Alexandra_Gardens-Melbourne_Victoria.html,144.9717961,-37.82060514
Transport,Railway Station,Parliament Railway Station,https://www.metrotrains.com.au/stations/parliament/,144.9730173,-37.81160618
Transport,Railway Station,Richmond Railway Station (Richmond) - Train stop,https://www.ptv.vic.gov.au/stop/1162/richmond-station/3/regional-train/#StopPage:::datetime=2022-10-23T02%3A04%3A58.640Z&directionId=-1&showAllDay=false&_auth=8f9d0ba003428578d3cc305b2a9673a401ed539e11353f1f62c5f825fb650e5a,144.9894008,-37.82389927
Transport,Railway Station,Jolimont-MCG Railway Station (East Melbourne) - Train stop,https://www.ptv.vic.gov.au/stop/1104/jolimont-mcg-station/0/train/#StopPage:::datetime=2022-10-23T02%3A05%3A21.770Z&directionId=-1&showAllDay=false&_auth=3822424a6a63a8d80fa203d823d2d053c56e6e798ffbd3fbd41ddaa2cbc4ff3b,144.983641,-37.81656518
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),North Melbourne Recreation Reserve,https://www.tripadvisor.com.au/Attraction_Review-g255100-d13807333-Reviews-North_Melbourne_Recreation_Reserve-Melbourne_Victoria.html,144.9414521,-37.79883453
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),J.J Holland Park,https://www.tripadvisor.com.au/Attraction_Review-g2700849-d14838218-Reviews-J_J_Holland_Park-Moonee_Valley_Greater_Melbourne_Victoria.html,144.9238371,-37.79823588
Transport,Railway Station,Macaulay Railway Station (North Melbourne) - Train stop,https://www.ptv.vic.gov.au/stop/1116/macaulay-station/0/train/#StopPage:::datetime=2022-10-23T02%3A05%3A55.240Z&directionId=-1&showAllDay=false&_auth=e3b624189abf9263236d783753a1fcc87710ec67c09fc3e04d38cb65a4586faa,144.9361908,-37.794964
Transport,Railway Station,Kensington Railway Station,https://www.tripadvisor.com.au/Attraction_Review-g255100-d21021401-Reviews-Kensington_Railway_Station-Melbourne_Victoria.html,144.9307102,-37.79391401
Transport,Railway Station,South Kensington Railway Station,https://www.tripadvisor.com.au/Attraction_Review-g255100-d21021401-Reviews-Kensington_Railway_Station-Melbourne_Victoria.html,144.9258377,-37.79972705
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Royal Park,https://www.tripadvisor.com.au/Attraction_Review-g255100-d10498110-Reviews-Royal_Park-Melbourne_Victoria.html,144.9538342,-37.79061743
Health Services,Public Hospital,Royal Childrens Hospital,https://www.rch.org.au/home/,144.9500483,-37.79420608
Transport,Railway Station,Royal Park Railway Station,https://www.tripadvisor.com.au/Attraction_Review-g255100-d10498110-Reviews-Royal_Park-Melbourne_Victoria.html,144.9516678,-37.78126843
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Princes Park,https://www.tripadvisor.com.au/Attraction_Review-g255100-d8004908-Reviews-Princes_Park-Melbourne_Victoria.html,144.9611152,-37.78701617
Place Of Assembly,Art Gallery/Museum,National Sports Museum,https://www.tripadvisor.com.au/Attraction_Review-g255100-d2266013-Reviews-Australian_Sports_Museum-Melbourne_Victoria.html,144.9846698,-37.81895449
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Shrine of Rembrance Reserve,https://www.tripadvisor.com.au/Attraction_Review-g255100-d522360-Reviews-Shrine_of_Remembrance-Melbourne_Victoria.html,144.9736284,-37.8320734
Community Use,Public Buildings,Shrine of Remembrance,https://www.tripadvisor.com.au/Attraction_Review-g255100-d522360-Reviews-Shrine_of_Remembrance-Melbourne_Victoria.html,144.9734419,-37.830208
Residential Accommodation,Dwelling (House),Government House,https://www.tripadvisor.com.au/Attraction_Review-g255100-d7620343-Reviews-Government_House-Melbourne_Victoria.html,144.9766551,-37.82756359
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Royal Botanic Gardens,https://www.tripadvisor.com.au/Attraction_Review-g255100-d256846-Reviews-Royal_Botanic_Gardens_Victoria-Melbourne_Victoria.html,144.9808504,-37.83066316
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Yarra Park,https://www.tripadvisor.com.au/Attraction_Review-g255100-d11959767-Reviews-Yarra_Park-Melbourne_Victoria.html,144.9866711,-37.82046937
Office,Office,Coronial Services Centre of Victoria,https://w.www.vic.gov.au/contactsandservices/directory/?ea0_lfz149_120.&organizationalUnit&d26cc050-b913-4eeb-bf28-391a7d954a54,144.9644746,-37.82434374
Office,Office,Victorian Insitute of Forensic Medicine,https://www.vifm.org/,144.9649791,-37.82469241
Office,Office,Donor Tissue Bank of Victoria,https://dtbv.org.au/,144.965169,-37.82482319
Office,Office,State Coroners Office,https://www.truelocal.com.au/business/state-coroners-office/adelaide,144.9646753,-37.82449822
Leisure/Recreation,Indoor Recreation Facility,Icehouse,https://www.bing.com/search?q=Icehouse+au&qs=n&form=QBRE&sp=-1&pq=icehouse+au&sc=10-11&sk=&cvid=C761F3B7FA8044DA82DE19159F7F0A7B&ghsh=0&ghacc=0&ghpl=,144.935684,-37.81218812
Transport,Railway Station,Parliament Railway Station,https://www.metrotrains.com.au/stations/parliament/,144.973742,-37.81215728
Transport,Railway Station,Parliament Railway Station,https://www.metrotrains.com.au/stations/parliament/,144.9734338,-37.81276211
Transport,Railway Station,Parliament Railway Station,https://www.metrotrains.com.au/stations/parliament/,144.9723301,-37.80957622
Transport,Railway Station,Flagstaff Railway Station,https://www.metrotrains.com.au/stations/flagstaff/,144.9561187,-37.81163844
Transport,Railway Station,Melbourne Central Railway Station,https://https://www.tripadvisor.com.au/Attraction_Review-g255100-d522417-Reviews-Melbourne_Central-Melbourne_Victoria.html,144.9626701,-37.80977593
Transport,Railway Station,Melbourne Central Railway Station,https://www.tripadvisor.com.au/Attraction_Review-g255100-d522417-Reviews-Melbourne_Central-Melbourne_Victoria.html,144.9616906,-37.81059924
Transport,Railway Station,Melbourne Central Railway Station,https://www.tripadvisor.com.au/Attraction_Review-g255100-d522417-Reviews-Melbourne_Central-Melbourne_Victoria.html,144.9631007,-37.810893
Transport,Railway Station,Flemington Racecourse Railway Station,https://www.vrc.com.au/visit-us/plan-your-visit/getting-to-flemington/,144.9081907,-37.78691058
Transport,Railway Station,Showgrounds Railway Station (Flemington),https://www.tripadvisor.com.au/Attraction_Review-g255100-d19398762-Reviews-Melbourne_Showgrounds-Melbourne_Victoria.html,144.9149026,-37.78346512
Transport,Railway Station,Newmarket Railway Station,https://www.tripadvisor.com.au/Attraction_Review-g255100-d21182566-Reviews-Nedwmarket_Raiway_Station-Melbourne_Victoria.html,144.92906,-37.78727262
Place Of Assembly,Theatre Live,Athanaeum Theatre,https://www.tripadvisor.com.au/Attraction_Review-g255100-d5892410-Reviews-The_Athenaeum_Theatre-Melbourne_Victoria.html,144.9673225,-37.81495435
Health Services,Public Hospital,Alfred Hospital,https://www.alfredhealth.org.au/,144.9817863,-37.84626312
Leisure/Recreation,"Outdoor Recreation Facility (Zoo, Golf Course)",Riverside Park,https://www.tripadvisor.com.au/Attraction_Review-g255100-d14838496-Reviews-Riverside_Park-Melbourne_Victoria.html,144.9156071,-37.79483753
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Darling Square,https://www.tripadvisor.com.au/Attraction_Review-g255100-d19585298-Reviews-Darling_Square-Melbourne_Victoria.html,144.9890626,-37.81299207
Place Of Assembly,Theatre Live,Carlton Courthouse Theatre,https://vymaps.com/AU/Courthouse-Theatre-G42017/,144.9687501,-37.79765899
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Flagstaff Gardens,https://www.tripadvisor.com.au/Attraction_Review-g255100-d258022-Reviews-Flagstaff_Gardens-Melbourne_Victoria.html,144.9546961,-37.81112229
Leisure/Recreation,"Outdoor Recreation Facility (Zoo, Golf Course)",Melbourne Showgrounds,https://www.melbourneshowgrounds.com/,144.9108221,-37.78230979
Education Centre,Primary Schools,North Melbourne Primary School,https://www.northmelbourneps.vic.edu.au/,144.9510658,-37.79867372
Place Of Assembly,Theatre Live,Her Majesty's Theatre,https://www.tripadvisor.com.au/Attraction_Review-g255100-d258048-Reviews-Her_Majesty_s_Theatre-Melbourne_Victoria.html,144.9695202,-37.81099756
Place Of Assembly,Theatre Live,Comedy Theatre,https://www.tripadvisor.com.au/Attraction_Review-g255100-d258044-Reviews-Comedy_Theatre-Melbourne_Victoria.html,144.9701331,-37.81020539
Place Of Assembly,Theatre Live,La Mama Theatre,https://www.tripadvisor.com.au/Attraction_Review-g255100-d9997148-Reviews-La_Mama_Theatre-Melbourne_Victoria.html,144.9676695,-37.7991305
Industrial,Industrial (Manufacturing),Kraft,https://www.kraftheinzcompany.com/,144.9234757,-37.82623131
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Fawkner Park,https://www.melbourne.vic.gov.au/community/parks-open-spaces/major-parks-gardens/Pages/fawkner-park.aspx,144.9816257,-37.84139967
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Fitzroy Gardens,https://www.tripadvisor.com.au/Attraction_Review-g255100-d258021-Reviews-Fitzroy_Gardens-Melbourne_Victoria.html,144.9804557,-37.81296163
Place Of Assembly,Art Gallery/Museum,Sinclair's Cottage,http://fitzroygardens.com/Sinclairs_Cottage.htm,144.980555,-37.81454075
Education Centre,Tertiary (University),BIO 21 Institute,https://www.bio21.unimelb.edu.au/,144.9537803,-37.79787433
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Enterprize Park,https://www.tripadvisor.com.au/Attraction_Review-g255100-d15052806-Reviews-Enterprize_Park-Melbourne_Victoria.html,144.9592769,-37.82021027
Place Of Assembly,Art Gallery/Museum,Victoria Police Museum,https://www.tripadvisor.com.au/Attraction_Review-g255100-d257182-Reviews-Victoria_Police_Museum-Melbourne_Victoria.html,144.95404,-37.82221828
Place Of Assembly,Art Gallery/Museum,Immigration Museum,https://www.tripadvisor.com.au/Attraction_Review-g255100-d257176-Reviews-Immigration_Museum-Melbourne_Victoria.html,144.9604268,-37.81917988
Place of Worship,Church,St Pauls Cathedral,https://www.tripadvisor.com.au/Attraction_Review-g255100-d256579-Reviews-St_Paul_s_Cathedral-Melbourne_Victoria.html,144.9676816,-37.8169549
Place Of Assembly,Theatre Live,Forum Theatre,https://www.tripadvisor.com.au/Attraction_Review-g255100-d258068-Reviews-Forum_Melbourne-Melbourne_Victoria.html,144.9693866,-37.81648541
Transport,Railway Station,Flinders Street Railway Station,https://www.tripadvisor.com.au/Attraction_Review-g255100-d526963-Reviews-Flinders_Street_Station-Melbourne_Victoria.html,144.9670648,-37.8179063
Warehouse/Store,Store Yard,Melbourne Wholesale Fish Market,https://melbourneseafoodcentre.com.au/,144.9306133,-37.8083471
Mixed Use,Retail/Office/Carpark,"Melbourne Wholesale Fruit, Vegetable & Flower Market",https://www.tripadvisor.com.au/Attraction_Review-g255100-d2301500-Reviews-South_Melbourne_Market-Melbourne_Victoria.html,144.9232874,-37.80687252
Place Of Assembly,Art Gallery/Museum,Fire Services Museum Victoria,https://www.tripadvisor.com.au/Attraction_Review-g255100-d257185-Reviews-Fire_Services_Museum_of_Victoria-Melbourne_Victoria.html,144.9753737,-37.80857613
Community Use,Fire Station,Metropolitan Fire Brigade (MFB),https://www.tripadvisor.com.au/Attraction_Review-g255100-d21382719-Reviews-Former_Flemington_Fire_Brigade_Station-Melbourne_Victoria.html,144.9752476,-37.80923186
Health Services,Public Hospital,Royal Melbourne Hospital,https://www.thermh.org.au/,144.9563897,-37.79930717
Place Of Assembly,Art Gallery/Museum,The Ian Potter Museum Of Art,https://www.tripadvisor.com.au/Attraction_Review-g255100-d257189-Reviews-The_Ian_Potter_Museum_of_Art-Melbourne_Victoria.html,144.9641567,-37.79739396
Education Centre,Tertiary (University),University of Melbourne,https://www.tripadvisor.com.au/Attraction_Review-g255100-d11882821-Reviews-University_of_Melbourne-Melbourne_Victoria.html,144.9609952,-37.79828923
Place Of Assembly,Art Gallery/Museum,Koorie Heritage Trust Inc,https://www.tripadvisor.com.au/Attraction_Review-g255100-d4587864-Reviews-Koorie_Heritage_Trust-Melbourne_Victoria.html,144.9540279,-37.81338543
Community Use,Public Buildings,Commonwealth Law Courts,https://www.tripadvisor.com.au/Attraction_Review-g255100-d10351313-Reviews-County_Court_of_Victoria_Melbourne_Law_Courts-Melbourne_Victoria.html,144.9558238,-37.81239617
Education Centre,Tertiary (University),RMIT University,https://www.tripadvisor.com.au/Attraction_Review-g255100-d12017841-Reviews-RMIT_Gallery-Melbourne_Victoria.html,144.964453,-37.80807954
Mixed Use,Retail/Office/Carpark,Melbourne Central,https://www.tripadvisor.com.au/Attraction_Review-g255100-d522417-Reviews-Melbourne_Central-Melbourne_Victoria.html,144.9627497,-37.81053718
Transport,Railway Station,Melbourne Central Railway Station,https://www.tripadvisor.com.au/Attraction_Review-g255100-d522417-Reviews-Melbourne_Central-Melbourne_Victoria.html,144.9637893,-37.8100167
Mixed Use,Retail/Office/Residential/Carpark,QV Village,https://www.tripadvisor.com.au/Attraction_Review-g255100-d6385395-Reviews-Strike_QV-Melbourne_Victoria.html,144.9657146,-37.81068919
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Argyle Square,https://www.tripadvisor.com.au/Attraction_Review-g255100-d11883026-Reviews-Argyle_Square-Melbourne_Victoria.html,144.9657613,-37.80314806
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Piazza Italia,https://www.tripadvisor.com.au/Attraction_Review-g255100-d12125124-Reviews-Piazza_Italia-Melbourne_Victoria.html,144.9658631,-37.80251642
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Macarthur Square,https://www.tripadvisor.com.au/Attraction_Review-g255100-d13807784-Reviews-Macarthur_Square-Melbourne_Victoria.html,144.9715141,-37.79833187
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Murchinson Square,https://www.tripadvisor.com.au/Attraction_Review-g34433-d12066575-Reviews-Melbourne_Square_Mall-Melbourne_Brevard_County_Florida.html,144.9730593,-37.8002735
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Parliament Reserve,https://www.tripadvisor.com.au/Attraction_Review-g255100-d526961-Reviews-Parliament_Gardens-Melbourne_Victoria.html#REVIEWS,144.9734622,-37.80985262
Leisure/Recreation,Major Sports & Recreation Facility,North Melbourne Recreation Centre (Aquatic),https://www.tripadvisor.com.au/Attraction_Review-g644411-d2350881-Reviews-Monash_Aquatic_and_Recreation_Centre-Glen_Waverley_Monash_Greater_Melbourne_Victo.html,144.9432908,-37.799947
Office,Office,North Melbourne Football Club,https://www.nmfc.com.au/,144.9409635,-37.79977136
Leisure/Recreation,Gymnasium/Health Club,North Melbourne Recreation Centre (Gymnasium),https://nmrc.ymca.org.au/,144.9403683,-37.79970512
Leisure/Recreation,Indoor Recreation Facility,Carlton Baths,https://carltonbaths.ymca.org.au/,144.9716965,-37.7934377
Leisure/Recreation,Major Sports & Recreation Facility,City Baths,https://www.tripadvisor.com.au/Attraction_Review-g255100-d9559659-Reviews-Melbourne_City_Baths-Melbourne_Victoria.html,144.9631898,-37.80715854
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Westgate Park,https://www.tripadvisor.com.au/Attraction_Review-g255100-d6586270-Reviews-Westgate_Park-Melbourne_Victoria.html,144.9088248,-37.83149186
Transport,Railway Station,North Melbourne Railway Station,https://www.tripadvisor.com.au/Attraction_Review-g255100-d21358048-Reviews-North_Melbourne_Railway_Station-Melbourne_Victoria.html,144.9424298,-37.80738236
Place Of Assembly,Art Gallery/Museum,Cooks' Cottage,https://www.tripadvisor.com.au/Attraction_Review-g255100-d282051-Reviews-Cooks_Cottage-Melbourne_Victoria.html,144.9794713,-37.81446049
Community Use,Public Buildings,Conservatory,https://www.tripadvisor.com.au/Restaurant_Review-g255100-d878050-Reviews-Conservatory-Melbourne_Victoria.html,144.9785597,-37.81400213
Purpose Built,Aquarium,Melbourne Aquarium,https://www.tripadvisor.com.au/Attraction_Review-g255100-d256556-Reviews-SEA_LIFE_Melbourne_Aquarium-Melbourne_Victoria.html,144.9584257,-37.82096278
Leisure/Recreation,Major Sports & Recreation Facility,Westpac Centre,https://www.westpac.com.au/,144.9797203,-37.82424569
Place Of Assembly,Art Gallery/Museum,Royal Exhibition Building,https://www.tripadvisor.com.au/Attraction_Review-g255100-d501819-Reviews-Royal_Exhibition_Building-Melbourne_Victoria.html,144.9715219,-37.80460262
Community Use,Public Buildings,Melbourne Childrens Court,https://childrenscourt.vic.gov.au/contact-us,144.9582989,-37.81250776
Leisure/Recreation,Major Sports & Recreation Facility,Etihad Stadium,https://melbournecitytour.com.au/attractions/etihad-stadium/,144.9474963,-37.81617605
Leisure/Recreation,Observation Tower/Wheel,Eureka Skydeck 88,https://www.tripadvisor.com.au/Restaurant_Review-g255100-d2529864-Reviews-Eureka_89-Melbourne_Victoria.html,144.9646222,-37.82161876
Mixed Use,Retail/Residential,Eureka Tower,https://www.tripadvisor.com.au/Attraction_Review-g255100-d654640-Reviews-Eureka_Skydeck-Melbourne_Victoria.html,144.9644567,-37.82151575
Community Use,Public Buildings,County Court Melbourne,https://www.tripadvisor.com.au/Attraction_Review-g255100-d10351313-Reviews-County_Court_of_Victoria_Melbourne_Law_Courts-Melbourne_Victoria.html,144.9577342,-37.81320116
Health Services,Public Hospital,Peter Maccallum Cancer Institute,https://www.petermac.org/,144.9774009,-37.81147667
Health Services,Public Hospital,Royal Dental Hospital,https://vahi.vic.gov.au/hospital-and-health-services/royal-dental-hospital-melbourne,144.9645268,-37.79950659
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Sandridge Rail Bridge,https://www.tripadvisor.com.au/Attraction_Review-g255100-d8067274-Reviews-Sandridge_Railway_Bridge-Melbourne_Victoria.html,144.9629811,-37.8201763
Mixed Use,Retail/Office/Residential/Carpark,Freshwater Place,https://www.tripadvisor.com.au/Hotel_Review-g261667-d4176428-Reviews-Freshwater_Creek_Cottages-Torquay_Victoria.html,144.9624614,-37.82197455
Community Use,Visitor Centre,Melbourne Visitor Centre,https://www.tripadvisor.com.au/Attraction_Review-g255100-d5892011-Reviews-Melbourne_Visitor_Centre-Melbourne_Victoria.html,144.9679371,-37.81773524
Place Of Assembly,Art Gallery/Museum,Australian Centre For The Moving Image (ACMI),https://www.tripadvisor.com.au/Attraction_Review-g255100-d2060380-Reviews-Australian_Centre_for_Contemporary_Art-Melbourne_Victoria.html,144.9690704,-37.81761073
Transport,Bridge,Webb Bridge,https://www.tripadvisor.com.au/Attraction_Review-g255100-d12439548-Reviews-Webb_Bridge-Melbourne_Victoria.html,144.947291,-37.82320524
Place Of Assembly,Function/Conference/Exhibition Centre,Dallas Brooks Centre,https://vahi.vic.gov.au/hospital-and-health-services/royal-dental-hospital-melbourne,144.9813834,-37.80973741
Education Centre,School - Primary and Secondary Education,Melbourne Girls Grammar School,https://www.mggs.vic.edu.au/,144.9850894,-37.83153645
Retail,Department Store,Myer,https://www.tripadvisor.com.au/Attraction_Review-g255100-d258106-Reviews-Myer-Melbourne_Victoria.html,144.9638551,-37.8135912
Retail,Department Store,David Jones,https://www.tripadvisor.com.au/Attraction_Review-g255100-d258101-Reviews-David_Jones-Melbourne_Victoria.html,144.9643735,-37.81331273
Leisure/Recreation,Informal Outdoor Facility (Park/Garden/Reserve),Lincoln Square,https://www.tripadvisor.com.au/Attraction_Review-g255100-d13803219-Reviews-Lincoln_Square-Melbourne_Victoria.html,144.9627609,-37.80279197
Health Services,Private Hospital,Epworth Freemasons Hospital,https://www.epworth.org.au/who-we-are/our-locations/epworth-freemasons-albert-street,144.9837001,-37.81097107
Residential Accommodation,Dwelling (House),Bishopscourt,https://www.tripadvisor.com.au/Attraction_Review-g255100-d14962875-Reviews-Bishopscourt-Melbourne_Victoria.html,144.9835069,-37.81329216
Health Services,Medical Services,Mercy Private Hospital,https://www.mercyhealth.com.au/,144.9844357,-37.81189681
Place Of Assembly,Art Gallery/Museum,The Museum Of Australian Chinese History,https://www.tripadvisor.com.au/Attraction_Review-g255100-d1371183-Reviews-Museum_of_Chinese_Australian_History-Melbourne_Victoria.html,144.9692339,-37.81076861
Mixed Use,Retail/Office/Carpark,ANZ 'Gothic' Bank,https://www.timeout.com/melbourne/attractions/anz-gothic-bank,144.9616737,-37.81615807
